=== Training Profiling Summary ===

 Count  Overhead File                    Line Function
     1         0 …ler/ssair/inlining.jl  1660 assemble_inline_todo!(ir::Core.Co…
   274         0 …ler/ssair/inlining.jl  1663 assemble_inline_todo!(ir::Core.Co…
     1         1 …ler/ssair/inlining.jl  1678 assemble_inline_todo!(ir::Core.Co…
    98         0 …ler/ssair/inlining.jl  1698 assemble_inline_todo!(ir::Core.Co…
     1         0 …ler/ssair/inlining.jl   654 batch_inline!(ir::Core.Compiler.I…
     3         0 …ler/ssair/inlining.jl   662 batch_inline!(ir::Core.Compiler.I…
     3         0 …ler/ssair/inlining.jl   665 batch_inline!(ir::Core.Compiler.I…
     6         0 …ler/ssair/inlining.jl   672 batch_inline!(ir::Core.Compiler.I…
     3         0 …ler/ssair/inlining.jl   681 batch_inline!(ir::Core.Compiler.I…
     1         0 …ler/ssair/inlining.jl   683 batch_inline!(ir::Core.Compiler.I…
     1         0 …ler/ssair/inlining.jl   703 batch_inline!(ir::Core.Compiler.I…
    62         0 …ler/ssair/inlining.jl   710 batch_inline!(ir::Core.Compiler.I…
     2         0 …ler/ssair/inlining.jl   712 batch_inline!(ir::Core.Compiler.I…
     1         0 …ler/ssair/inlining.jl   714 batch_inline!(ir::Core.Compiler.I…
     2         0 …ler/ssair/inlining.jl   730 batch_inline!(ir::Core.Compiler.I…
     6         0 …ler/ssair/inlining.jl   732 batch_inline!(ir::Core.Compiler.I…
     1         1 …ler/ssair/inlining.jl  1074 call_sig(ir::Core.Compiler.IRCode…
     1         0 …ler/ssair/inlining.jl  1083 call_sig(ir::Core.Compiler.IRCode…
   258         0 …ler/ssair/inlining.jl  1091 call_sig(ir::Core.Compiler.IRCode…
     1         0 …ler/ssair/inlining.jl   162 cfg_inline_item!(ir::Core.Compile…
     1         0 …ler/ssair/inlining.jl   176 cfg_inline_item!(ir::Core.Compile…
     1         0 …ler/ssair/inlining.jl   197 cfg_inline_item!(ir::Core.Compile…
     8         0 …ler/ssair/inlining.jl  1233 check_effect_free!
     8         0 …ler/ssair/inlining.jl  1236 check_effect_free!
     4         0 …ler/ssair/inlining.jl   817 compileable_specialization
     2         0 …ler/ssair/inlining.jl  1354 compute_inlining_cases(info::Core…
     1         0 …ler/ssair/inlining.jl  1366 compute_inlining_cases(info::Core…
     1         0 …ler/ssair/inlining.jl  1389 compute_inlining_cases(info::Core…
     1         0 …ler/ssair/inlining.jl  1390 compute_inlining_cases(info::Core…
    80         0 …ler/ssair/inlining.jl  1404 compute_inlining_cases(info::Core…
     1         1 …ler/ssair/inlining.jl  1732 early_inline_special_case(ir::Cor…
     2         0 …ler/ssair/inlining.jl   265 finish_cfg_inline!(state::Core.Co…
     1         0 …ler/ssair/inlining.jl   281 finish_cfg_inline!(state::Core.Co…
    80         0 …ler/ssair/inlining.jl  1312 handle_any_const_result!
    86         0 …ler/ssair/inlining.jl  1450 handle_call!
    12         0 …ler/ssair/inlining.jl  1453 handle_call!
     1         0 …ler/ssair/inlining.jl  1542 handle_cases!(todo::Vector{Pair{I…
    12         0 …ler/ssair/inlining.jl  1473 handle_const_prop_result!
    65         0 …ler/ssair/inlining.jl  1457 handle_match!
     3         0 …ler/ssair/inlining.jl  1501 handle_semi_concrete_result!
     1         0 …ler/ssair/inlining.jl  1008 handle_single_case!
     1         0 …ler/ssair/inlining.jl  1014 handle_single_case!(todo::Vector{…
     1         0 …ler/ssair/inlining.jl  1341 info_effects
     2         0 …ler/ssair/inlining.jl  1156 inline_apply!(todo::Vector{Pair{I…
     2         2 …ler/ssair/inlining.jl   390 ir_inline_item!(compact::Core.Com…
     7         0 …ler/ssair/inlining.jl   397 ir_inline_item!(compact::Core.Com…
     5         0 …ler/ssair/inlining.jl   415 ir_inline_item!(compact::Core.Com…
     3         0 …ler/ssair/inlining.jl   420 ir_inline_item!(compact::Core.Com…
     3         0 …ler/ssair/inlining.jl   421 ir_inline_item!(compact::Core.Com…
     3         0 …ler/ssair/inlining.jl   432 ir_inline_item!(compact::Core.Com…
     6         0 …ler/ssair/inlining.jl   433 ir_inline_item!(compact::Core.Com…
     2         0 …ler/ssair/inlining.jl   445 ir_inline_item!(compact::Core.Com…
     3         0 …ler/ssair/inlining.jl   447 ir_inline_item!(compact::Core.Com…
     5         0 …ler/ssair/inlining.jl   448 ir_inline_item!(compact::Core.Com…
     1         0 …ler/ssair/inlining.jl   458 ir_inline_item!(compact::Core.Com…
     1         0 …ler/ssair/inlining.jl   464 ir_inline_item!(compact::Core.Com…
     8         0 …ler/ssair/inlining.jl   466 ir_inline_item!(compact::Core.Com…
    14         0 …ler/ssair/inlining.jl   467 ir_inline_item!(compact::Core.Com…
     1         0 …ler/ssair/inlining.jl   342 ir_inline_linetable!(linetable::V…
     5         0 …ler/ssair/inlining.jl   352 ir_inline_linetable!(linetable::V…
     1         1 …ler/ssair/inlining.jl   559 ir_inline_unionsplit!(compact::Co…
     2         0 …ler/ssair/inlining.jl   611 ir_inline_unionsplit!(compact::Co…
     1         1 …ler/ssair/inlining.jl   360 ir_prepare_inlining!(insert_node!…
     7         1 …ler/ssair/inlining.jl   365 ir_prepare_inlining!(insert_node!…
     1         1 …ler/ssair/inlining.jl  1170 is_builtin
     1         0 …ler/ssair/inlining.jl  1171 is_builtin
     1         1 …ler/ssair/inlining.jl  1766 late_inline_special_case!(ir::Cor…
     2         0 …ler/ssair/inlining.jl  1255 process_simple!(todo::Vector{Pair…
   259         0 …ler/ssair/inlining.jl  1273 process_simple!(todo::Vector{Pair…
     2         0 …ler/ssair/inlining.jl  1277 process_simple!(todo::Vector{Pair…
     1         0 …ler/ssair/inlining.jl  1281 process_simple!(todo::Vector{Pair…
     6         0 …ler/ssair/inlining.jl  1287 process_simple!(todo::Vector{Pair…
     2         0 …ler/ssair/inlining.jl  1295 process_simple!(todo::Vector{Pair…
    69         0 …ler/ssair/inlining.jl   871 resolve_todo
    35        35 …ler/ssair/inlining.jl   985 retrieve_ir_for_inlining
    17         0 …ler/ssair/inlining.jl   986 retrieve_ir_for_inlining
    11         0 …ler/ssair/inlining.jl   988 retrieve_ir_for_inlining
     2         0 …ler/ssair/inlining.jl   989 retrieve_ir_for_inlining
     1         0 …ler/ssair/inlining.jl   755 rewrite_apply_exprargs!(todo::Vec…
     1         0 …ler/ssair/inlining.jl   783 rewrite_apply_exprargs!(todo::Vec…
     2         0 …ler/ssair/inlining.jl  1497 semiconcrete_result_item
   374         0 …ler/ssair/inlining.jl    78 ssa_inlining_pass!
    93         0 …ler/ssair/inlining.jl    81 ssa_inlining_pass!
     1         0 …ler/ssair/inlining.jl  1814 ssa_substitute!
     7         0 …ler/ssair/inlining.jl  1815 ssa_substitute!
     1         1 …ler/ssair/inlining.jl  1832 ssa_substitute_op!(insert_node!::…
     6         1 …ler/ssair/inlining.jl  1897 ssa_substitute_op!(insert_node!::…
     1         0 …ler/ssair/inlining.jl  1898 ssa_substitute_op!(insert_node!::…
     1         1 …/compiler/ssair/ir.jl   573 CFGTransformState!(blocks::Vector…
     1         0 …/compiler/ssair/ir.jl   606 CFGTransformState!(blocks::Vector…
     7         0 …/compiler/ssair/ir.jl   343 IRCode
     2         0 …/compiler/ssair/ir.jl   639 Core.Compiler.IncrementalCompact(…
    16         0 …/compiler/ssair/ir.jl   641 Core.Compiler.IncrementalCompact(…
     1         0 …/compiler/ssair/ir.jl   643 Core.Compiler.IncrementalCompact(…
     1         0 …/compiler/ssair/ir.jl   645 Core.Compiler.IncrementalCompact(…
     1         0 …/compiler/ssair/ir.jl   646 Core.Compiler.IncrementalCompact(…
    30         0 …/compiler/ssair/ir.jl   647 Core.Compiler.IncrementalCompact(…
     5         0 …/compiler/ssair/ir.jl   648 Core.Compiler.IncrementalCompact(…
     1         0 …/compiler/ssair/ir.jl   649 Core.Compiler.IncrementalCompact(…
     1         1 …/compiler/ssair/ir.jl   650 Core.Compiler.IncrementalCompact(…
     3         0 …/compiler/ssair/ir.jl   658 Core.Compiler.IncrementalCompact(…
     1         0 …/compiler/ssair/ir.jl   660 Core.Compiler.IncrementalCompact(…
     3         0 …/compiler/ssair/ir.jl   662 Core.Compiler.IncrementalCompact(…
    54         0 …/compiler/ssair/ir.jl   673 IncrementalCompact
     2         0 …/compiler/ssair/ir.jl   239 Instruction
     1         1 …/compiler/ssair/ir.jl   195 Core.Compiler.InstructionStream(l…
    31         0 …/compiler/ssair/ir.jl   196 Core.Compiler.InstructionStream(l…
     8         0 …/compiler/ssair/ir.jl   197 Core.Compiler.InstructionStream(l…
     4         0 …/compiler/ssair/ir.jl   198 Core.Compiler.InstructionStream(l…
     1         0 …/compiler/ssair/ir.jl   199 Core.Compiler.InstructionStream(l…
     6         0 …/compiler/ssair/ir.jl   200 Core.Compiler.InstructionStream(l…
    27         0 …/compiler/ssair/ir.jl   201 Core.Compiler.InstructionStream(l…
    69         1 …/compiler/ssair/ir.jl   278 NewNodeStream
     4         4 …/compiler/ssair/ir.jl     ? _advance(stmt::Any, op::Int64)
     3         3 …/compiler/ssair/ir.jl   521 _advance(stmt::Any, op::Int64)
    19         2 …/compiler/ssair/ir.jl   524 _advance(stmt::Any, op::Int64)
     2         2 …/compiler/ssair/ir.jl   526 _advance(stmt::Any, op::Int64)
     1         1 …/compiler/ssair/ir.jl   786 _count_added_node!(compact::Core.…
     1         1 …/compiler/ssair/ir.jl   787 _count_added_node!(compact::Core.…
     1         1 …/compiler/ssair/ir.jl   789 _count_added_node!(compact::Core.…
     5         5 …/compiler/ssair/ir.jl     ? _useref_getindex(stmt::Any, op::I…
    10        10 …/compiler/ssair/ir.jl   409 _useref_getindex(stmt::Any, op::I…
     7         7 …/compiler/ssair/ir.jl   410 _useref_getindex(stmt::Any, op::I…
     1         1 …/compiler/ssair/ir.jl   421 _useref_getindex(stmt::Any, op::I…
     4         0 …/compiler/ssair/ir.jl   422 _useref_getindex(stmt::Any, op::I…
     1         0 …/compiler/ssair/ir.jl   424 _useref_getindex(stmt::Any, op::I…
     1         1 …/compiler/ssair/ir.jl   428 _useref_getindex(stmt::Any, op::I…
     2         2 …/compiler/ssair/ir.jl   465 _useref_setindex!(stmt::Any, op::…
     2         2 …/compiler/ssair/ir.jl   466 _useref_setindex!(stmt::Any, op::…
     2         0 …/compiler/ssair/ir.jl   479 _useref_setindex!(stmt::Any, op::…
     1         1 …/compiler/ssair/ir.jl   483 _useref_setindex!(stmt::Any, op::…
     2         0 …/compiler/ssair/ir.jl   283 add_inst!
     2         1 …/compiler/ssair/ir.jl   209 add_new_idx!
     3         0 …/compiler/ssair/ir.jl    48 basic_blocks_starts
     1         1 …/compiler/ssair/ir.jl    54 basic_blocks_starts
     1         1 …/compiler/ssair/ir.jl    75 basic_blocks_starts
     1         0 …/compiler/ssair/ir.jl    38 block_for_inst
     1         0 …/compiler/ssair/ir.jl    45 block_for_inst
    84         0 …/compiler/ssair/ir.jl  1855 compact!
    42         0 …/compiler/ssair/ir.jl  1855 compact!(code::Core.Compiler.IRCo…
    37         0 …/compiler/ssair/ir.jl  1857 compact!(code::Core.Compiler.IRCo…
     5         0 …/compiler/ssair/ir.jl  1858 compact!(code::Core.Compiler.IRCo…
     2         0 …/compiler/ssair/ir.jl  1834 complete(compact::Core.Compiler.I…
     6         0 …/compiler/ssair/ir.jl    95 compute_basic_blocks(stmts::Vecto…
     3         0 …/compiler/ssair/ir.jl    98 compute_basic_blocks(stmts::Vecto…
     6         0 …/compiler/ssair/ir.jl   101 compute_basic_blocks(stmts::Vecto…
     1         0 …/compiler/ssair/ir.jl   125 compute_basic_blocks(stmts::Vecto…
     1         0 …/compiler/ssair/ir.jl   213 copy
     2         0 …/compiler/ssair/ir.jl   348 copy(ir::Core.Compiler.IRCode)
     1         0 …/compiler/ssair/ir.jl   799 count_added_node!(compact::Core.C…
     5         0 …/compiler/ssair/ir.jl   800 count_added_node!(compact::Core.C…
     1         0 …/compiler/ssair/ir.jl   801 count_added_node!(compact::Core.C…
     3         0 …/compiler/ssair/ir.jl  1827 finish(compact::Core.Compiler.Inc…
     7         0 …/compiler/ssair/ir.jl  1828 finish(compact::Core.Compiler.Inc…
     1         0 …/compiler/ssair/ir.jl  1829 finish(compact::Core.Compiler.Inc…
     1         1 …/compiler/ssair/ir.jl  1728 fixup_node(compact::Core.Compiler…
     1         0 …/compiler/ssair/ir.jl  1730 fixup_node(compact::Core.Compiler…
     1         0 …/compiler/ssair/ir.jl  1717 fixup_phinode_values!(compact::Co…
    10         2 …/compiler/ssair/ir.jl   243 getindex
    13         1 …/compiler/ssair/ir.jl   453 getindex
     1         0 …/compiler/ssair/ir.jl  1056 getindex
     1         0 …/compiler/ssair/ir.jl  1069 getindex
     2         0 …/compiler/ssair/ir.jl   555 insert_node!(ir::Core.Compiler.IR…
     1         0 …/compiler/ssair/ir.jl   557 insert_node!(ir::Core.Compiler.IR…
     3         0 …/compiler/ssair/ir.jl   561 insert_node!
     3         1 …/compiler/ssair/ir.jl   456 is_relevant_expr
     2         2 …/compiler/ssair/ir.jl     ? iterate
    10         0 …/compiler/ssair/ir.jl   531 iterate
    33         5 …/compiler/ssair/ir.jl   532 iterate
     1         1 …/compiler/ssair/ir.jl   533 iterate
    78         0 …/compiler/ssair/ir.jl  1592 iterate
     1         0 …/compiler/ssair/ir.jl  1595 iterate
     1         0 …/compiler/ssair/ir.jl  1868 iterate
     4         4 …/compiler/ssair/ir.jl     ? iterate_compact(compact::Core.Com…
     1         1 …/compiler/ssair/ir.jl  1603 iterate_compact(compact::Core.Com…
     1         1 …/compiler/ssair/ir.jl  1610 iterate_compact(compact::Core.Com…
     1         1 …/compiler/ssair/ir.jl  1612 iterate_compact(compact::Core.Com…
     1         1 …/compiler/ssair/ir.jl  1614 iterate_compact(compact::Core.Com…
     2         0 …/compiler/ssair/ir.jl  1649 iterate_compact(compact::Core.Com…
     1         0 …/compiler/ssair/ir.jl  1654 iterate_compact(compact::Core.Com…
     4         0 …/compiler/ssair/ir.jl  1669 iterate_compact(compact::Core.Com…
    57         1 …/compiler/ssair/ir.jl  1670 iterate_compact(compact::Core.Com…
     3         0 …/compiler/ssair/ir.jl  1672 iterate_compact(compact::Core.Com…
     1         0 …/compiler/ssair/ir.jl  1682 iterate_compact(compact::Core.Com…
     1         1 …/compiler/ssair/ir.jl  1683 iterate_compact(compact::Core.Com…
     1         1 …/compiler/ssair/ir.jl  1767 just_fixup!(compact::Core.Compile…
     4         0 …/compiler/ssair/ir.jl  1768 just_fixup!
     1         0 …/compiler/ssair/ir.jl  1778 just_fixup!(compact::Core.Compile…
     1         1 …/compiler/ssair/ir.jl  1779 just_fixup!(compact::Core.Compile…
     1         1 …/compiler/ssair/ir.jl     ? kill_current_use!(compact::Core.C…
     1         1 …/compiler/ssair/ir.jl   933 kill_current_use!(compact::Core.C…
     1         1 …/compiler/ssair/ir.jl   944 kill_current_uses!(compact::Core.…
     2         0 …/compiler/ssair/ir.jl   945 kill_current_uses!(compact::Core.…
     1         0 …/compiler/ssair/ir.jl   946 kill_current_uses!(compact::Core.…
     3         0 …/compiler/ssair/ir.jl   947 kill_current_uses!(compact::Core.…
     2         0 …/compiler/ssair/ir.jl   205 length
     1         0 …/compiler/ssair/ir.jl  1692 maybe_erase_unused!(callback::typ…
     4         0 …/compiler/ssair/ir.jl  1818 non_dce_finish!
     1         0 …/compiler/ssair/ir.jl  1537 process_newnode!(compact::Core.Co…
     1         0 …/compiler/ssair/ir.jl  1538 process_newnode!(compact::Core.Co…
     1         1 …/compiler/ssair/ir.jl     ? process_node!(compact::Core.Compi…
     1         1 …/compiler/ssair/ir.jl  1264 process_node!(compact::Core.Compi…
     1         1 …/compiler/ssair/ir.jl  1271 process_node!(compact::Core.Compi…
     1         1 …/compiler/ssair/ir.jl  1279 process_node!(compact::Core.Compi…
     1         0 …/compiler/ssair/ir.jl  1290 process_node!(compact::Core.Compi…
    31         0 …/compiler/ssair/ir.jl  1327 process_node!(compact::Core.Compi…
     1         0 …/compiler/ssair/ir.jl  1341 process_node!(compact::Core.Compi…
     4         4 …/compiler/ssair/ir.jl  1342 process_node!(compact::Core.Compi…
     3         0 …/compiler/ssair/ir.jl  1343 process_node!(compact::Core.Compi…
     1         0 …/compiler/ssair/ir.jl  1345 process_node!(compact::Core.Compi…
     1         0 …/compiler/ssair/ir.jl  1347 process_node!(compact::Core.Compi…
     1         1 …/compiler/ssair/ir.jl  1361 process_node!(compact::Core.Compi…
     2         0 …/compiler/ssair/ir.jl  1378 process_node!(compact::Core.Compi…
     4         0 …/compiler/ssair/ir.jl  1379 process_node!(compact::Core.Compi…
     1         1 …/compiler/ssair/ir.jl  1381 process_node!(compact::Core.Compi…
     1         0 …/compiler/ssair/ir.jl  1422 process_node!(compact::Core.Compi…
     1         0 …/compiler/ssair/ir.jl  1103 process_phinode_values(old_values…
     1         0 …/compiler/ssair/ir.jl   825 recompute_inst_flag
     1         0 …/compiler/ssair/ir.jl  1136 renumber_ssa2
     4         4 …/compiler/ssair/ir.jl  1138 renumber_ssa2
     2         2 …/compiler/ssair/ir.jl     ? renumber_ssa2!(stmt::Any, ssanums…
     3         0 …/compiler/ssair/ir.jl  1160 renumber_ssa2!(stmt::Any, ssanums…
     3         0 …/compiler/ssair/ir.jl  1161 renumber_ssa2!(stmt::Any, ssanums…
     5         0 …/compiler/ssair/ir.jl  1162 renumber_ssa2!(stmt::Any, ssanums…
     1         1 …/compiler/ssair/ir.jl  1163 renumber_ssa2!(stmt::Any, ssanums…
     4         0 …/compiler/ssair/ir.jl  1167 renumber_ssa2!(stmt::Any, ssanums…
     5         0 …/compiler/ssair/ir.jl  1172 renumber_ssa2!(stmt::Any, ssanums…
     8         0 …/compiler/ssair/ir.jl  1173 renumber_ssa2!(stmt::Any, ssanums…
     3         0 …/compiler/ssair/ir.jl   222 resize!(stmts::Core.Compiler.Inst…
     1         0 …/compiler/ssair/ir.jl   226 resize!(stmts::Core.Compiler.Inst…
     3         0 …/compiler/ssair/ir.jl  1472 resize!(compact::Core.Compiler.In…
     5         0 …/compiler/ssair/ir.jl   246 setindex!
     3         0 …/compiler/ssair/ir.jl   252 setindex!
     2         0 …/compiler/ssair/ir.jl   253 setindex!
     1         0 …/compiler/ssair/ir.jl   254 setindex!
     2         0 …/compiler/ssair/ir.jl   264 setindex!
     9         1 …/compiler/ssair/ir.jl   510 setindex!
     7         0 …/compiler/ssair/ir.jl   954 setindex!(compact::Core.Compiler.…
     2         0 …/compiler/ssair/ir.jl   955 setindex!(compact::Core.Compiler.…
     7         0 …/compiler/ssair/ir.jl   957 setindex!(compact::Core.Compiler.…
    18         1 …/compiler/ssair/ir.jl   986 setindex!
     8         0 …/compiler/ssair/ir.jl  1799 simple_dce!
     7         6 …/compiler/ssair/ir.jl  1806 simple_dce!(callback::Function, c…
     1         0 …/compiler/ssair/ir.jl  1808 simple_dce!(callback::Function, c…
     2         2 …/compiler/ssair/ir.jl  1525 stmts_awaiting_insertion
     5         2 …/compiler/ssair/ir.jl   515 userefs
     1         0 …ler/ssair/irinterp.jl   213 _ir_abstract_constant_propagation…
     1         0 …ler/ssair/irinterp.jl   234 _ir_abstract_constant_propagation…
     1         1 …ler/ssair/irinterp.jl   236 _ir_abstract_constant_propagation…
     1         0 …ler/ssair/irinterp.jl   242 _ir_abstract_constant_propagation…
     9         0 …ler/ssair/irinterp.jl   251 _ir_abstract_constant_propagation…
     1         0 …ler/ssair/irinterp.jl   254 _ir_abstract_constant_propagation…
     2         0 …ler/ssair/irinterp.jl   269 _ir_abstract_constant_propagation…
     1         0 …ler/ssair/irinterp.jl   271 _ir_abstract_constant_propagation…
     1         0 …ler/ssair/irinterp.jl   354 _ir_abstract_constant_propagation…
    18         0 …ler/ssair/irinterp.jl   206 _ir_abstract_constant_propagation…
     5         0 …ler/ssair/irinterp.jl    48 abstract_call(interp::Core.Compil…
     1         0 …ler/ssair/irinterp.jl    12 concrete_eval_invoke(interp::Core…
     1         1 …ler/ssair/irinterp.jl   375 ir_abstract_constant_propagation(…
    18         0 …ler/ssair/irinterp.jl   384 ir_abstract_constant_propagation(…
     1         1 …ler/ssair/irinterp.jl   181 process_terminator!(ir::Core.Comp…
     1         0 …ler/ssair/irinterp.jl   182 process_terminator!(ir::Core.Comp…
     8         0 …ler/ssair/irinterp.jl   126 reprocess_instruction!(interp::Co…
     1         0 …ler/ssair/irinterp.jl   129 reprocess_instruction!(interp::Co…
    17         0 …piler/ssair/legacy.jl    56 inflate_ir
     8         0 …piler/ssair/legacy.jl    13 inflate_ir!(ci::Core.CodeInfo, li…
    18         1 …piler/ssair/legacy.jl    14 inflate_ir!(ci::Core.CodeInfo, li…
     9         0 …piler/ssair/legacy.jl    18 inflate_ir!(ci::Core.CodeInfo, sp…
     1         0 …piler/ssair/legacy.jl    27 inflate_ir!(ci::Core.CodeInfo, sp…
     2         0 …piler/ssair/legacy.jl    44 inflate_ir!(ci::Core.CodeInfo, sp…
     5         0 …piler/ssair/legacy.jl    45 inflate_ir!(ci::Core.CodeInfo, sp…
     1         1 …piler/ssair/legacy.jl    73 replace_code_newstyle!(ci::Core.C…
     1         0 …piler/ssair/legacy.jl    89 replace_code_newstyle!(ci::Core.C…
     2         1 …piler/ssair/legacy.jl    95 replace_code_newstyle!(ci::Core.C…
     1         0 …piler/ssair/passes.jl   233 (::Core.Compiler.var"#472#473")(p…
     1         1 …piler/ssair/passes.jl   614 LiftedPhilike
     1         0 …piler/ssair/passes.jl  1681 adce_pass!(ir::Core.Compiler.IRCo…
     7         0 …piler/ssair/passes.jl  1683 adce_pass!(ir::Core.Compiler.IRCo…
     2         0 …piler/ssair/passes.jl  1684 adce_pass!(ir::Core.Compiler.IRCo…
     1         1 …piler/ssair/passes.jl  1701 adce_pass!(ir::Core.Compiler.IRCo…
     2         0 …piler/ssair/passes.jl  1710 adce_pass!(ir::Core.Compiler.IRCo…
     1         0 …piler/ssair/passes.jl  1711 adce_pass!(ir::Core.Compiler.IRCo…
     7         0 …piler/ssair/passes.jl  1717 adce_pass!(ir::Core.Compiler.IRCo…
     5         0 …piler/ssair/passes.jl  1719 adce_pass!(ir::Core.Compiler.IRCo…
     1         0 …piler/ssair/passes.jl  1787 adce_pass!(ir::Core.Compiler.IRCo…
    21         0 …piler/ssair/passes.jl  1791 adce_pass!(ir::Core.Compiler.IRCo…
     1         0 …piler/ssair/passes.jl  1801 adce_pass!(ir::Core.Compiler.IRCo…
     1         1 …piler/ssair/passes.jl     ? collect_leaves
     3         0 …piler/ssair/passes.jl   181 collect_leaves
     1         0 …piler/ssair/passes.jl   182 collect_leaves
     3         0 …piler/ssair/passes.jl   184 collect_leaves
     2         0 …piler/ssair/passes.jl   353 is_getfield_captures
     1         1 …piler/ssair/passes.jl     ? is_known_call(x::Any, func::Any, …
     4         4 …piler/ssair/passes.jl     3 is_known_call(x::Any, func::Any, …
     6         1 …piler/ssair/passes.jl     5 is_known_call(x::Any, func::Any, …
     1         1 …piler/ssair/passes.jl     ? is_union_phi
     4         0 …piler/ssair/passes.jl   542 lift_comparison!
     1         0 …piler/ssair/passes.jl   552 lift_comparison!
     2         0 …piler/ssair/passes.jl   581 lift_comparison_leaves!(tfunc::ty…
     1         0 …piler/ssair/passes.jl   591 lift_comparison_leaves!(tfunc::ty…
     2         0 …piler/ssair/passes.jl   600 lift_comparison_leaves!(tfunc::ty…
     1         0 …piler/ssair/passes.jl   373 lift_leaves(compact::Core.Compile…
     2         0 …piler/ssair/passes.jl   413 lift_leaves(compact::Core.Compile…
     1         1 …piler/ssair/passes.jl   621 lifted_value(compact::Core.Compil…
     1         0 …piler/ssair/passes.jl   630 lifted_value(compact::Core.Compil…
     1         0 …piler/ssair/passes.jl   631 lifted_value(compact::Core.Compil…
     1         0 …piler/ssair/passes.jl  1610 mark_phi_cycles!(compact::Core.Co…
     4         0 …piler/ssair/passes.jl   686 perform_lifting!(compact::Core.Co…
     1         0 …piler/ssair/passes.jl   722 perform_lifting!(compact::Core.Co…
     2         0 …piler/ssair/passes.jl   751 perform_lifting!(compact::Core.Co…
     1         0 …piler/ssair/passes.jl   205 simple_walk(compact::Core.Compile…
     1         0 …piler/ssair/passes.jl   237 simple_walk_constraint
     5         0 …piler/ssair/passes.jl   941 sroa_pass!(ir::Core.Compiler.IRCo…
     2         0 …piler/ssair/passes.jl   947 sroa_pass!(ir::Core.Compiler.IRCo…
     1         0 …piler/ssair/passes.jl   952 sroa_pass!(ir::Core.Compiler.IRCo…
     3         0 …piler/ssair/passes.jl   958 sroa_pass!(ir::Core.Compiler.IRCo…
     1         0 …piler/ssair/passes.jl   966 sroa_pass!(ir::Core.Compiler.IRCo…
     1         0 …piler/ssair/passes.jl   990 sroa_pass!(ir::Core.Compiler.IRCo…
     2         0 …piler/ssair/passes.jl  1030 sroa_pass!(ir::Core.Compiler.IRCo…
     1         0 …piler/ssair/passes.jl  1032 sroa_pass!(ir::Core.Compiler.IRCo…
     4         0 …piler/ssair/passes.jl  1035 sroa_pass!(ir::Core.Compiler.IRCo…
     1         0 …piler/ssair/passes.jl  1037 sroa_pass!(ir::Core.Compiler.IRCo…
     1         0 …piler/ssair/passes.jl  1068 sroa_pass!(ir::Core.Compiler.IRCo…
     1         0 …piler/ssair/passes.jl  1097 sroa_pass!(ir::Core.Compiler.IRCo…
     3         0 …piler/ssair/passes.jl  1100 sroa_pass!(ir::Core.Compiler.IRCo…
     3         0 …piler/ssair/passes.jl  1103 sroa_pass!(ir::Core.Compiler.IRCo…
     7         0 …piler/ssair/passes.jl  1113 sroa_pass!(ir::Core.Compiler.IRCo…
     9         0 …piler/ssair/passes.jl  1142 sroa_pass!(ir::Core.Compiler.IRCo…
     1         0 …piler/ssair/passes.jl  1144 sroa_pass!(ir::Core.Compiler.IRCo…
     1         0 …piler/ssair/passes.jl  1159 sroa_pass!(ir::Core.Compiler.IRCo…
     1         1 …piler/ssair/passes.jl    63 try_compute_field
     1         0 …piler/ssair/passes.jl    68 try_compute_fieldidx_stmt
     1         0 …piler/ssair/passes.jl   255 walk_to_defs(compact::Core.Compil…
     1         0 …piler/ssair/passes.jl   259 walk_to_defs(compact::Core.Compil…
     1         0 …piler/ssair/passes.jl   270 walk_to_defs(compact::Core.Compil…
     1         1 …ler/ssair/slot2ssa.jl    12 SlotInfo
     3         0 …ler/ssair/slot2ssa.jl    16 SlotInfo
     6         0 …ler/ssair/slot2ssa.jl   532 compute_live_ins
     1         0 …ler/ssair/slot2ssa.jl   547 compute_live_ins(cfg::Core.Compil…
     3         0 …ler/ssair/slot2ssa.jl   557 compute_live_ins(cfg::Core.Compil…
     1         0 …ler/ssair/slot2ssa.jl   558 compute_live_ins(cfg::Core.Compil…
     1         0 …ler/ssair/slot2ssa.jl   563 compute_live_ins(cfg::Core.Compil…
     1         1 …ler/ssair/slot2ssa.jl     ? construct_ssa!(ci::Core.CodeInfo,…
     1         0 …ler/ssair/slot2ssa.jl   632 construct_ssa!(ci::Core.CodeInfo,…
     2         0 …ler/ssair/slot2ssa.jl   633 construct_ssa!(ci::Core.CodeInfo,…
     6         0 …ler/ssair/slot2ssa.jl   663 construct_ssa!(ci::Core.CodeInfo,…
     4         0 …ler/ssair/slot2ssa.jl   689 construct_ssa!(ci::Core.CodeInfo,…
     1         1 …ler/ssair/slot2ssa.jl   727 construct_ssa!(ci::Core.CodeInfo,…
     1         0 …ler/ssair/slot2ssa.jl   787 construct_ssa!(ci::Core.CodeInfo,…
    11         0 …ler/ssair/slot2ssa.jl   808 construct_ssa!(ci::Core.CodeInfo,…
     4         0 …ler/ssair/slot2ssa.jl   856 construct_ssa!(ci::Core.CodeInfo,…
     2         0 …ler/ssair/slot2ssa.jl   860 construct_ssa!(ci::Core.CodeInfo,…
